"RIGHT","LEFT","SCUTE.REMOVED","PIT.TAG/CWT/FLOY","STOCKING.LOCATION","HATCHERY","FEMALE","MALE","STOCK.DATE","SPAWN.DATE","YEAR.CLASS","NUMBERS.STOCKED","AGE.AT.STOCKING","YEARLING.EQUIVALENTS","RPMA"
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","4443240458","444334021A",2005-10-13,2005-06-09,2005,293,"Adv. Fing.",147,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","115557165A","1F50072169",2005-10-13,2005-06-21,2005,273,"Adv. Fing.",137,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","115676635A","1F50072169",2005-10-13,2005-06-21,2005,59,"Adv. Fing.",30,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","115557165A","7F7B031F17",2005-10-13,2005-06-21,2005,250,"Adv. Fing.",125,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","115676635A","7F7B031F17",2005-10-13,2005-06-21,2005,171,"Adv. Fing.",86,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","115557165A","7F7D2D723D",2005-10-13,2005-06-21,2005,315,"Adv. Fing.",158,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","115676635A","7F7D2D723D",2005-10-13,2005-06-21,2005,100,"Adv. Fing.",50,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","7F7B026102","115553761A",2005-10-19,2005-07-07,2005,315,"Adv. Fing.",158,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","7F7B026102","115553761A",2005-11-02,2005-07-07,2005,336,"Adv. Fing.",168,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","4443240458","115633183A",2005-10-19,2005-06-09,2005,229,"Adv. Fing.",115,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","4443240458","444334021A",2005-10-19,2005-06-09,2005,175,"Adv. Fing.",88,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","115557165A","1F50072169",2005-10-19,2005-06-21,2005,207,"Adv. Fing.",104,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","115676635A","1F50072169",2005-10-19,2005-06-21,2005,83,"Adv. Fing.",42,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","115557165A","7F7B031F17",2005-10-19,2005-06-21,2005,263,"Adv. Fing.",132,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","115676635A","7F7B031F17",2005-10-19,2005-06-21,2005,194,"Adv. Fing.",97,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","115557165A","7F7D2D723D",2005-10-19,2005-06-21,2005,237,"Adv. Fing.",119,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","115676635A","7F7D2D723D",2005-10-19,2005-06-21,2005,114,"Adv. Fing.",57,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","7F7B026102","115553761A",2005-10-19,2005-07-07,2005,268,"Adv. Fing.",134,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","7F7B026102","115553761A",2005-11-02,2005-07-07,2005,254,"Adv. Fing.",127,2
"Yellow","H-Yellow",NA,"CWT","Intake","Garrison","Mix","Mix",2005-11-02,2005-07-07,2005,96,"Adv. Fing.",48,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","4443240458","115633183A",2005-10-13,2005-06-09,2005,130,"Adv. Fing.",65,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","4443240458","444334021A",2005-10-13,2005-06-09,2005,141,"Adv. Fing.",71,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","115557165A","1F50072169",2005-10-13,2005-06-21,2005,110,"Adv. Fing.",55,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","115676635A","1F50072169",2005-10-13,2005-06-21,2005,48,"Adv. Fing.",24,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","115557165A","7F7B031F17",2005-10-13,2005-06-21,2005,150,"Adv. Fing.",75,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","115676635A","7F7B031F17",2005-10-13,2005-06-21,2005,109,"Adv. Fing.",55,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","115557165A","7F7D2D723D",2005-10-13,2005-06-21,2005,60,"Adv. Fing.",30,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","115676635A","7F7D2D723D",2005-10-13,2005-06-21,2005,97,"Adv. Fing.",49,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","7F7B026102","115553761A",2005-10-19,2005-07-07,2005,151,"Adv. Fing.",76,2
"Yellow","H-Blue",NA,"CWT","Milk River","Garrison","7F7B026102","115553761A",2005-11-02,2005-07-07,2005,334,"Adv. Fing.",167,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","4443240458","115633183A",2005-10-19,2005-06-09,2005,105,"Adv. Fing.",53,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","4443240458","444334021A",2005-10-19,2005-06-09,2005,109,"Adv. Fing.",55,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","115557165A","1F50072169",2005-10-19,2005-06-21,2005,110,"Adv. Fing.",55,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","115676635A","1F50072169",2005-10-19,2005-06-21,2005,37,"Adv. Fing.",19,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","115557165A","7F7B031F17",2005-10-19,2005-06-21,2005,111,"Adv. Fing.",56,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","115676635A","7F7B031F17",2005-10-19,2005-06-21,2005,84,"Adv. Fing.",42,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","115557165A","7F7D2D723D",2005-10-19,2005-06-21,2005,30,"Adv. Fing.",15,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","115676635A","7F7D2D723D",2005-10-19,2005-06-21,2005,67,"Adv. Fing.",34,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","7F7B026102","115553761A",2005-10-19,2005-07-07,2005,109,"Adv. Fing.",55,2
"Yellow","H-Red",NA,"CWT","Sidney","Garrison","Mix","Mix",2005-11-02,2005-07-07,2005,120,"Adv. Fing.",60,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","4443240458","115633183A",2005-10-13,2005-06-09,2005,275,"Adv. Fing.",138,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","4443240458","444334021A",2005-10-13,2005-06-09,2005,293,"Adv. Fing.",147,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","115557165A","1F50072169",2005-10-13,2005-06-21,2005,148,"Adv. Fing.",74,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","115676635A","1F50072169",2005-10-13,2005-06-21,2005,78,"Adv. Fing.",39,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","115557165A","7F7B031F17",2005-10-13,2005-06-21,2005,300,"Adv. Fing.",150,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","115676635A","7F7B031F17",2005-10-13,2005-06-21,2005,228,"Adv. Fing.",114,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","115557165A","7F7D2D723D",2005-10-13,2005-06-21,2005,246,"Adv. Fing.",123,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","115676635A","7F7D2D723D",2005-10-13,2005-06-21,2005,181,"Adv. Fing.",91,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","7F7B026102","115553761A",2005-10-19,2005-07-07,2005,315,"Adv. Fing.",158,2
"Yellow","H-Pink",NA,"CWT","Wolf Point","Garrison","7F7B026102","115553761A",2005-11-02,2005-07-07,2005,335,"Adv. Fing.",168,2
NA,NA,NA,NA,"Brockton","Miles City","4443240458","444334021A",2005-10-13,2005-06-09,2005,25,"Adv. Fing.",13,2
NA,NA,NA,NA,"Brockton","Miles City","44635F477B","7F7B031F17",2005-10-13,2005-06-09,2005,157,"Adv. Fing.",79,2
NA,NA,NA,NA,"Brockton","Miles City","7F7B026102","115553761A",2005-10-13,2005-07-07,2005,189,"Adv. Fing.",95,2
NA,NA,NA,NA,"Culbertson","Miles City","4443240458","444334021A",2005-10-13,2005-06-09,2005,25,"Adv. Fing.",13,2
NA,NA,NA,NA,"Culbertson","Miles City","44635F477B","7F7B031F17",2005-10-13,2005-06-09,2005,157,"Adv. Fing.",79,2
NA,NA,NA,NA,"Intake","Miles City","4443240458","444334021A",2005-10-13,2005-06-09,2005,75,"Adv. Fing.",38,2
NA,NA,NA,NA,"Intake","Miles City","44635F477B","7F7B031F17",2005-10-13,2005-06-09,2005,238,"Adv. Fing.",119,2
NA,NA,NA,NA,"Mouth of Milk","Miles City","4443240458","444334021A",2005-10-13,2005-06-09,2005,25,"Adv. Fing.",13,2
NA,NA,NA,NA,"Mouth of Milk","Miles City","44635F477B","7F7B031F17",2005-10-13,2005-06-09,2005,157,"Adv. Fing.",79,2
NA,NA,NA,NA,"Mouth of Milk","Miles City","7F7B026102","115553761A",2005-10-13,2005-07-07,2005,189,"Adv. Fing.",95,2
NA,NA,NA,NA,"Sidney","Miles City","4443240458","444334021A",2005-10-13,2005-06-09,2005,25,"Adv. Fing.",13,2
NA,NA,NA,NA,"Sidney","Miles City","44635F477B","7F7B031F17",2005-10-13,2005-06-09,2005,80,"Adv. Fing.",40,2
NA,NA,NA,NA,"Wolf Point","Miles City","4443240458","444334021A",2005-10-13,2005-06-09,2005,25,"Adv. Fing.",13,2
NA,NA,NA,NA,"Wolf Point","Miles City","44635F477B","7F7B031F17",2005-10-13,2005-06-09,2005,157,"Adv. Fing.",79,2
NA,NA,NA,NA,"Wolf Point","Miles City","7F7B026102","115553761A",2005-10-13,2005-07-07,2005,189,"Adv. Fing.",95,2
"Yellow","Orange",NA,NA,"Culbertson","Miles City","4443240458","115633183A",2006-03-28,2005-06-09,2005,110,"Yearling",110,2
"Yellow","Orange",NA,NA,"Culbertson","Miles City","4443240458","444334021A",2006-03-28,2005-06-09,2005,125,"Yearling",125,2
"Yellow","Yellow",NA,NA,"Intake","Miles City","4443240458","115633183A",2006-03-28,2005-06-09,2005,132,"Yearling",132,2
"Yellow","Yellow",NA,NA,"Intake","Miles City","4443240458","444334021A",2006-03-28,2005-06-09,2005,195,"Yearling",195,2
"Yellow","Blue",NA,NA,"Mouth of Milk","Miles City","4443240458","115633183A",2006-03-28,2005-06-09,2005,104,"Yearling",104,2
"Yellow","Blue",NA,NA,"Mouth of Milk","Miles City","4443240458","444334021A",2006-03-28,2005-06-09,2005,30,"Yearling",30,2
"Yellow","Red",NA,NA,"Sidney","Miles City","4443240458","115633183A",2006-03-28,2005-06-09,2005,40,"Yearling",40,2
"Yellow","Red",NA,NA,"Sidney","Miles City","4443240458","444334021A",2006-03-28,2005-06-09,2005,73,"Yearling",73,2
"Yellow","Pink",NA,NA,"Wolf Point","Miles City","4443240458","115633183A",2006-03-28,2005-06-09,2005,113,"Yearling",113,2
"Yellow","Pink",NA,NA,"Wolf Point","Miles City","4443240458","444334021A",2006-03-28,2005-06-09,2005,119,"Yearling",119,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","4443240458","115633183A",2006-04-05,2005-06-09,2005,60,"Yearling",60,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","4443240458","444334021A",2006-04-05,2005-06-09,2005,55,"Yearling",55,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","115557165A","1F50072169",2006-04-05,2005-06-21,2005,33,"Yearling",33,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","115676635A","1F50072169",2006-04-05,2005-06-21,2005,62,"Yearling",62,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","115557165A","7F7B031F17",2006-04-05,2005-06-21,2005,70,"Yearling",70,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","115676635A","7F7B031F17",2006-04-05,2005-06-21,2005,70,"Yearling",70,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","115557165A","7F7D2D723D",2006-04-05,2005-06-21,2005,65,"Yearling",65,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","115676635A","7F7D2D723D",2006-04-05,2005-06-21,2005,69,"Yearling",69,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","7F7B026102","115553761A",2006-04-05,2005-07-07,2005,157,"Yearling",157,2
"Yellow",NA,NA,"PIT Tag","Culbertson","Garrison","7F7B026102","7F7B023253",2006-04-05,2005-07-07,2005,107,"Yearling",107,2
"Yellow",NA,NA,NA,"Culbertson","Garrison","115676635A","1F50072169",2006-04-05,2005-06-21,2005,8,"Yearling",8,2
"Yellow",NA,NA,NA,"Culbertson","Garrison","115557165A","7F7D2D723D",2006-04-05,2005-06-21,2005,5,"Yearling",5,2
"Yellow",NA,NA,NA,"Culbertson","Garrison","115676635A","7F7D2D723D",2006-04-05,2005-06-21,2005,1,"Yearling",1,2
"Yellow",NA,NA,NA,"Culbertson","Garrison","7F7B026102","115553761A",2006-04-05,2005-07-07,2005,17,"Yearling",17,2
"Yellow",NA,NA,NA,"Culbertson","Garrison","7F7B026102","7F7B023253",2006-04-05,2005-07-07,2005,65,"Yearling",65,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","4443240458","115633183A",2006-04-03,2005-06-09,2005,68,"Yearling",68,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","4443240458","444334021A",2006-04-03,2005-06-09,2005,13,"Yearling",13,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","115557165A","1F50072169",2006-04-03,2005-06-21,2005,80,"Yearling",80,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","115676635A","1F50072169",2006-04-03,2005-06-21,2005,74,"Yearling",74,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","115557165A","7F7B031F17",2006-04-03,2005-06-21,2005,80,"Yearling",80,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","115676635A","7F7B031F17",2006-04-03,2005-06-21,2005,78,"Yearling",78,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","115557165A","7F7D2D723D",2006-04-03,2005-06-21,2005,80,"Yearling",80,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","115676635A","7F7D2D723D",2006-04-03,2005-06-21,2005,79,"Yearling",79,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","7F7B026102","115553761A",2006-04-03,2005-07-07,2005,184,"Yearling",184,2
"Yellow",NA,NA,"PIT Tag","Intake","Garrison","7F7B026102","7F7B023253",2006-04-03,2005-07-07,2005,164,"Yearling",164,2
"Yellow",NA,NA,NA,"Intake","Garrison","4443240458","444334021A",2006-04-03,2005-06-09,2005,1,"Yearling",1,2
"Yellow",NA,NA,NA,"Intake","Garrison","115557165A","1F50072169",2006-04-03,2005-06-21,2005,18,"Yearling",18,2
"Yellow",NA,NA,NA,"Intake","Garrison","115676635A","1F50072169",2006-04-03,2005-06-21,2005,6,"Yearling",6,2
"Yellow",NA,NA,NA,"Intake","Garrison","115676635A","7F7B031F17",2006-04-03,2005-06-21,2005,2,"Yearling",2,2
"Yellow",NA,NA,NA,"Intake","Garrison","115676635A","7F7D2D723D",2006-04-03,2005-06-21,2005,1,"Yearling",1,2
"Yellow",NA,NA,NA,"Intake","Garrison","7F7B026102","115553761A",2006-04-03,2005-07-07,2005,16,"Yearling",16,2
"Yellow",NA,NA,NA,"Intake","Garrison","7F7B026102","7F7B023253",2006-04-03,2005-07-07,2005,26,"Yearling",26,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","4443240458","115633183A",2006-04-05,2005-06-09,2005,53,"Yearling",53,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","4443240458","444334021A",2006-04-05,2005-06-09,2005,183,"Yearling",183,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","115557165A","1F50072169",2006-04-05,2005-06-21,2005,87,"Yearling",87,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","115676635A","1F50072169",2006-04-05,2005-06-21,2005,73,"Yearling",73,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","115557165A","7F7B031F17",2006-04-05,2005-06-21,2005,74,"Yearling",74,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","115676635A","7F7B031F17",2006-04-05,2005-06-21,2005,70,"Yearling",70,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","115557165A","7F7D2D723D",2006-04-05,2005-06-21,2005,68,"Yearling",68,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","115676635A","7F7D2D723D",2006-04-05,2005-06-21,2005,62,"Yearling",62,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","7F7B026102","115553761A",2006-04-05,2005-07-07,2005,135,"Yearling",135,2
"Yellow",NA,NA,"PIT Tag","Mouth of Milk","Garrison","7F7B026102","7F7B023253",2006-04-05,2005-07-07,2005,125,"Yearling",125,2
"Yellow",NA,NA,NA,"Mouth of Milk","Garrison","4443240458","115633183A",2006-04-05,2005-06-09,2005,9,"Yearling",9,2
"Yellow",NA,NA,NA,"Mouth of Milk","Garrison","115557165A","1F50072169",2006-04-05,2005-06-21,2005,3,"Yearling",3,2
"Yellow",NA,NA,NA,"Mouth of Milk","Garrison","115676635A","1F50072169",2006-04-05,2005-06-21,2005,5,"Yearling",5,2
"Yellow",NA,NA,NA,"Mouth of Milk","Garrison","115557165A","7F7B031F17",2006-04-05,2005-06-21,2005,1,"Yearling",1,2
"Yellow",NA,NA,NA,"Mouth of Milk","Garrison","115676635A","7F7B031F17",2006-04-05,2005-06-21,2005,2,"Yearling",2,2
"Yellow",NA,NA,NA,"Mouth of Milk","Garrison","115557165A","7F7D2D723D",2006-04-05,2005-06-21,2005,12,"Yearling",12,2
"Yellow",NA,NA,NA,"Mouth of Milk","Garrison","7F7B026102","7F7B023253",2006-04-05,2005-07-07,2005,45,"Yearling",45,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","4443240458","115633183A",2006-04-03,2005-06-09,2005,26,"Yearling",26,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","115557165A","1F50072169",2006-04-03,2005-06-21,2005,24,"Yearling",24,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","115676635A","1F50072169",2006-04-03,2005-06-21,2005,26,"Yearling",26,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","115557165A","7F7B031F17",2006-04-03,2005-06-21,2005,27,"Yearling",27,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","115676635A","7F7B031F17",2006-04-03,2005-06-21,2005,26,"Yearling",26,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","115557165A","7F7D2D723D",2006-04-03,2005-06-21,2005,26,"Yearling",26,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","115676635A","7F7D2D723D",2006-04-03,2005-06-21,2005,26,"Yearling",26,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","7F7B026102","115553761A",2006-04-03,2005-07-07,2005,51,"Yearling",51,2
"Yellow",NA,NA,"PIT Tag","Sidney","Garrison","7F7B026102","7F7B023253",2006-04-03,2005-07-07,2005,42,"Yearling",42,2
"Yellow",NA,NA,NA,"Sidney","Garrison","115557165A","1F50072169",2006-04-03,2005-06-21,2005,2,"Yearling",2,2
"Yellow",NA,NA,NA,"Sidney","Garrison","115676635A","1F50072169",2006-04-03,2005-06-21,2005,1,"Yearling",1,2
"Yellow",NA,NA,NA,"Sidney","Garrison","7F7B026102","115553761A",2006-04-03,2005-07-07,2005,16,"Yearling",16,2
"Yellow",NA,NA,NA,"Sidney","Garrison","7F7B026102","7F7B023253",2006-04-03,2005-07-07,2005,21,"Yearling",21,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","4443240458","115633183A",2006-04-05,2005-06-09,2005,58,"Yearling",58,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","4443240458","444334021A",2006-04-05,2005-06-09,2005,24,"Yearling",24,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","115557165A","1F50072169",2006-04-05,2005-06-21,2005,70,"Yearling",70,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","115676635A","1F50072169",2006-04-05,2005-06-21,2005,65,"Yearling",65,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","115557165A","7F7B031F17",2006-04-05,2005-06-21,2005,70,"Yearling",70,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","115676635A","7F7B031F17",2006-04-05,2005-06-21,2005,70,"Yearling",70,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","115557165A","7F7D2D723D",2006-04-05,2005-06-21,2005,59,"Yearling",59,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","115676635A","7F7D2D723D",2006-04-05,2005-06-21,2005,80,"Yearling",80,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","7F7B026102","115553761A",2006-04-05,2005-07-07,2005,181,"Yearling",181,2
"Yellow",NA,NA,"PIT Tag","Wolf Point","Garrison","7F7B026102","7F7B023253",2006-04-05,2005-07-07,2005,164,"Yearling",164,2
"Yellow",NA,NA,NA,"Wolf Point","Garrison","4443240458","444334021A",2006-04-05,2005-06-09,2005,1,"Yearling",1,2
"Yellow",NA,NA,NA,"Wolf Point","Garrison","115676635A","1F50072169",2006-04-05,2005-06-21,2005,5,"Yearling",5,2
"Yellow",NA,NA,NA,"Wolf Point","Garrison","115557165A","7F7D2D723D",2006-04-05,2005-06-21,2005,11,"Yearling",11,2
"Yellow",NA,NA,NA,"Wolf Point","Garrison","7F7B026102","7F7B023253",2006-04-05,2005-07-07,2005,8,"Yearling",8,2
NA,NA,"3rd Left","PIT Tag",NA,"Bozeman","115557165A","1F50072169",2006-05-01,2005-06-21,2005,37,"Yearling",37,2
NA,NA,"3rd Left","PIT Tag","Culbertson","Bozeman","Mix","Mix",2006-05-01,2005-07-07,2005,369,"Yearling",369,2
NA,NA,"3rd Left","PIT Tag","Intake","Bozeman","Mix","Mix",2006-05-01,2005-07-07,2005,403,"Yearling",403,2
NA,NA,"3rd Left","PIT Tag","Mouth of Milk","Bozeman","Mix","Mix",2006-05-01,2005-07-07,2005,347,"Yearling",347,2
NA,NA,"3rd Left","PIT Tag","Sidney","Bozeman","Mix","Mix",2006-05-01,2005-07-07,2005,134,"Yearling",134,2
NA,NA,"3rd Left","PIT Tag","Wolf Point","Bozeman","Mix","Mix",2006-05-01,2005-07-07,2005,348,"Yearling",348,2
NA,NA,"3rd Left","PIT Tag",NA,"Bozeman","7F7B026102","115553761A",2006-05-01,2005-07-07,2005,720,"Yearling",720,2
NA,NA,"3rd Left","PIT Tag",NA,"Bozeman","132213574A","1F482F3F2B",2006-05-01,2005-07-20,2005,342,"Yearling",342,2
NA,NA,"3rd Left","PIT Tag",NA,"Bozeman","132213574A","7F7B023253",2006-05-01,2005-07-20,2005,256,"Yearling",256,2
NA,NA,"3rd Left","PIT Tag","Culbertson","Miles City","7F7B026102","115553761A",2006-07-13,2005-07-07,2005,157,"Yearling",157,2
NA,NA,"3rd Left","PIT Tag","Culbertson","Miles City","44635F477B","7F7B031F17",2006-07-13,2005-07-07,2005,143,"Yearling",143,2
NA,NA,"3rd Left","PIT Tag","Intake","Miles City","7F7B026102","115553761A",2006-07-13,2005-07-07,2005,192,"Yearling",192,2
NA,NA,"3rd Left","PIT Tag","Intake","Miles City","44635F477B","7F7B031F17",2006-07-13,2005-07-07,2005,170,"Yearling",170,2
NA,NA,"3rd Left","PIT Tag","Milk River","Miles City","7F7B026102","115553761A",2006-07-13,2005-07-07,2005,164,"Yearling",164,2
NA,NA,"3rd Left","PIT Tag","Milk River","Miles City","44635F477B","7F7B031F17",2006-07-13,2005-07-07,2005,139,"Yearling",139,2
NA,NA,"3rd Left","PIT Tag","Sidney","Miles City","44635F477B","115553761A",2006-07-13,2005-07-07,2005,17,"Yearling",17,2
NA,NA,"3rd Left","PIT Tag","Sidney","Miles City","7F7B026102","115553761A",2006-07-13,2005-07-07,2005,43,"Yearling",43,2
NA,NA,"3rd Left","PIT Tag","Sidney","Miles City","44635F477B","7F7B031F17",2006-07-13,2005-07-07,2005,34,"Yearling",34,2
NA,NA,"3rd Left","PIT Tag","Wolf Point","Miles City","7F7B026102","115553761A",2006-07-13,2005-07-07,2005,148,"Yearling",148,2
NA,NA,"3rd Left",NA,"Wolf Point","Miles City","7F7B026102","115553761A",2006-07-13,2005-07-07,2005,14,"Yearling",14,2
NA,NA,"3rd Left","PIT Tag","Wolf Point","Miles City","44635F477B","7F7B031F17",2006-07-13,2005-07-07,2005,143,"Yearling",143,2
"Blue","H-Orange",NA,NA,"Culbertson","Garrison","4443250A24","115529097A",2006-10-24,2006-06-20,2006,16,"Adv. Fing.",8,2
"Blue","H-Orange",NA,NA,"Culbertson","Garrison","1F497F1801","1F4A0B1A72",2006-10-24,2006-06-20,2006,268,"Adv. Fing.",134,2
"Blue","H-Orange",NA,NA,"Culbertson","Garrison","1F497F1801","1F4A3E1445",2006-10-24,2006-06-20,2006,336,"Adv. Fing.",168,2
"Blue","H-Orange",NA,NA,"Culbertson","Garrison","1F497F1801","444171072D",2006-10-24,2006-06-20,2006,197,"Adv. Fing.",99,2
"Blue","H-Orange",NA,NA,"Culbertson","Garrison","4443250A24","465D43745B",2006-10-24,2006-06-20,2006,92,"Adv. Fing.",46,2
"Blue","H-Orange",NA,NA,"Culbertson","Garrison","1F497F1801","466C473C59",2006-10-24,2006-06-20,2006,199,"Adv. Fing.",100,2
"Blue","H-Yellow",NA,NA,"Intake","Garrison","4443250A24","115529097A",2006-10-24,2006-06-20,2006,15,"Adv. Fing.",8,2
"Blue","H-Yellow",NA,NA,"Intake","Garrison","1F497F1801","1F4A0B1A72",2006-10-24,2006-06-20,2006,279,"Adv. Fing.",140,2
"Blue","H-Yellow",NA,NA,"Intake","Garrison","1F497F1801","1F4A3E1445",2006-10-24,2006-06-20,2006,356,"Adv. Fing.",178,2
"Blue","H-Yellow",NA,NA,"Intake","Garrison","1F497F1801","444171072D",2006-10-24,2006-06-20,2006,196,"Adv. Fing.",98,2
"Blue","H-Yellow",NA,NA,"Intake","Garrison","4443250A24","465D43745B",2006-10-24,2006-06-20,2006,123,"Adv. Fing.",62,2
